ReviewID,Reviewer Name,Review,Rating,Date-of-Review
978017136,Megan  S,"A cinematic masterpiece is all that directors strive to achieve, unfortunately, most forget the key components of what made those movies so special. In this instance, a stellar cast was set in place as well as an amazing animation team. So what went wrong? The animation, although the setting and locations looked very realistic, the animals, when they spoke, did not. This movie lacked humor character development. The movie relied heavily on the original film, only able to perform well in the box office due to the nostalgia of the Disney Classic. 

Rating: 2/5",2.0,2019-09-27T16:16:33.866Z
978286588,Brandon C,"Was great to watch a live action version of my favorite childhood film. Unfortunately the film was an exact copy of the original, which isn't a bad thing but not necessarily a good thing. The cast was great but I felt the movie was being carried on Beyoncé's shoulders. Felt like every time a song came on it had some form of Beyoncé vocals. The duet between Donald Glover's Simba and Beyoncé Nala was my most anticipated part but unfortunately was disappointing due to the fact that Beyoncé's vocals drowned out Simbas which felt more like a Nala solo and less of a duet. Other than that great CGI, and the rest of the cast was great. Really liked the new scar. ",2.5,2019-09-27T05:41:48.963Z
976944320,Ben S,"I did really enjoy this movie when I seen it, but I also noticed a lot of copy and paste methods from the original film. ",3.5,2019-09-27T03:09:03.364Z
887831672,John R,Was a great movie for the entire family!,5.0,2019-09-27T01:45:10.089Z
904634831,,"If it was an original film, I may have thought differently but this nearly frame-by-frame account of the original made it boringly predictable.",1.5,2019-09-27T01:28:01.669Z
978286302,Yuliana R,estuvo buena pero no tanto,5.0,2019-09-27T00:52:42.724Z
978285949,Zedies P,Childhood meets nat-geo.,4.0,2019-09-26T19:26:58.077Z
808509099,Anthony M,This movie was trash it looked good but thats it stop ruining our childhood disney for your own pockets do it right or dont do it at all.,1.0,2019-09-26T18:42:55.579Z
978285717,Mark L,Other than live action it didn't bring much new that made seeing this movie worth it if you've seen original.  odds are you will be disappointed if you've seen original.  Prefer original soundtrack as well,2.5,2019-09-26T16:06:14.148Z
978285589,Emanuel A,the original was better but it managed to capture some of it's essence. the positive note was that some visuals were very impressive,2.5,2019-09-26T08:39:37.016Z
857170104,Amelia W,"Uh. Critics are weird. It's good stuff. I didn't even think I'd like it, but it was really well done. And funny!! Can't tell you why. Just see it. :D",5.0,2019-09-26T05:48:44.916Z
928666664,,junk.....totally ruined the original ,0.5,2019-09-25T22:07:56.355Z
978028985,Geek S,"Despite bringing back much of the joy first felt in 1993, The Lion King still fails to measure up to it's old counterpart.",2.0,2019-09-25T21:09:56.488Z
978284617,yui a,"Kumpulan Cara Daftar Bandar Casino Akun Agen Prediksi Bermain Situs Judi Bola Tv Online Live Resmi Terbesar Terbaik Terpercaya Indonesia Malam ini

Agen Bola Online Indonesia Terpercaya dan Agen Judi Bola Terbaik

Bandarbola855 merupakan situs Agen Bola Online Indonesia terpercaya dan salah satu situs Agen Judi Bola terbaik di indonesia dengan berbagai pasaran 

Agen Bola Online Indonesia terpercaya dapat dikunjungi di https://bandarbola1.com, http://Bandarbola855.com, http://Bandarbola855.org

Produk Taruhan Bola Terlengkap Dengan Promo Bonus Terbesar

Bandarbola855 menyediakan produk Taruhan Bola terlengkap agar setiap member yang bergabung dapat memilih produk taruhan bola yang ingin 

Di mainkannya, produk taruhan yang kami sediakan seperti Sbobet, Maxbet, CBO855, Bola Tangkas, Joker123, Sabung Ayam dan Togel Online Keluaran Asli. 

Selain menyediakan produk taruhan terlengkap, kami juga memberikan promo bonus terbesar setiap minggunya kepada setiap member yang bergabung dan bermain.

Pelayanan Customer Service Bandarbola855 Online 24Jam

Kami merupakan situs Bandarbola855 yang selalu memudahkan dan melayani secara profesional bagi setiap member yang mengalami kesulitan 

Pada saat bermain taruhan bola, dengan begitu kami menyediakan pelayanan customer service yang selalu siap dan online selama 24jam nonstop. 

Untuk informasi lebih lengkap anda dapat menghubungi customer service kami melalui Line, BBM, Whatsapp, Facebook, Instagram dan Livechat.",5.0,2019-09-25T11:13:26.857Z
794297796,Nathan B,"I think Disney's latest remakes of Aladdin and the Lion King are two different remake approaches that were done very well. (I loved them both!) Minus one of my favorite songs staring Pumba... 'Are you aching for some bacon?' Lion King is very much a to the script remake of the original, while Aladdin had some story changes and plot deepenings that were also very enjoyable.  The remake followed the script Verbatim, except where animals would have to do things beyond the realm of 'realism' (No pigs wearing grass skirts doing the hula) Dont understand how these 'pro' tomatometer ratings are so off, the Audience score is always the way to go... Rotten Tomato pro critics are a lil' bit special... aka stupid.",5.0,2019-09-25T06:26:06.320Z
978280010,Jackson T,"What an absolute piece of trash. Stop remaking, start making! You're runnning out of excuses, Disney!!!!",1.5,2019-09-24T21:51:41.741Z
920562648,Thiago d,Impressive VFX. Great movie despite what Disney has been doing to their other movies. Nostalgia all over.,5.0,2019-09-24T20:21:12.778Z
977311272,An K,"I'm sure this is great & beautiful, but I can't live through watching one of the saddest movie moments again..... next to this movie, I can't decide which is worse, Artex (Atreyu's horse in Never Ending Story) dying or the king.",4.5,2019-09-24T20:02:07.736Z
978198809,Zach M,"As Cash-Grabs go, this film was a shot for shot realistic remake of a film that should've never gotten remade. Although it was good, it did have some flaws but overall you should give this a watch.",4.0,2019-09-24T19:00:40.886Z
978250850,Nathan J,"It seemed a little rushed. Some of the magical moments I remember from when I was a kid were either cut short or not there at all.
It was ok, heck if the first one didn't exist you'd even say it's a good movie, but since the first one does exist this is unnecessary.",3.0,2019-09-24T16:00:42.308Z
260284823,,It looks cool and all but the original cartoon is still much better.,2.0,2019-09-24T15:05:45.808Z
977991785,Aiden A,"Though it may be truly pointless, it's beautiful cinematography, visual effects, and musical numbers are a little to hard to resist.",3.5,2019-09-24T14:52:32.913Z
975114341,Logan S,"This movie was sooooo good it was pretty much a re make but that's what made it good and casting Seth Rogen as Pumba grate 


",4.5,2019-09-24T14:12:53.166Z
260322672,,By far the best Disney remake thus far!,5.0,2019-09-24T13:08:47.070Z
260052188,,Just ok. Didn't have the same thing the 1994 one had. ,3.0,2019-09-24T10:26:23.910Z
913207579,Haq H,No way near as good as the original.  Beyoncé is out of place doing voice over on this one.  Disney should only make original live action films as opposed to redoing its classic cartoons.,3.0,2019-09-24T02:35:06.463Z
977843337,Chase K, The original was better.,2.5,2019-09-24T01:48:04.592Z
978282185,Nathan A,Another remake that no one asked for.,1.5,2019-09-23T23:27:50.129Z
804937834,Jonathan J,"Graphics were good.  Sadly, the voice acting was horrible and at many times didn't flow as any conversation should.  This movie felt flat and many of the ingredients which made the original so great, were missing.  ",1.5,2019-09-23T18:54:03.684Z
978281420,Roman D,"CGI was incredible!  However there was nothing new, though it was half an hour longer than the original.  Much more boring than original",2.0,2019-09-23T14:03:43.631Z
977821270,Ogr G,"While I was impressed by the level of effects used to create this remake, I couldn't help but think it was another unnecessary film from Disney. As I understand it, the budget for this film was about $250 million, the original animated film was $45 million. Disney could of made five new, original animated features with that cash. And to be honest, that makes me feel a little bit sad.

Back to the film though, the story hits all the beats from the original, Scars betrayal of his brother, Simba growing up with Timon and Pumba, his eventual return. The songs are fun and again, the effects are very good. I honestly forgot at thimes that this is a CGI movie. It'll easily entertain the kids, but to be honest, I'd put the original on and give them some of the old Disney magic and imagination (that they nicked from Osamu Tezuka and Kimba, the White Lion, oooo!).",2.0,2019-09-23T13:58:12.243Z
978281427,Yasmine A,The animation looks real. I saw this movie in 3D at the cinemas. Satisfied me. I think it deserves more praise.,5.0,2019-09-23T13:53:45.561Z
977889555,Reba M,So so movie.  I liked the Old one.  Could be that I enjoyed it when I was a kid.  My younger sibs enjoyed it.  But they were saying the entire dialog thru out the movie.   I am sure they made it a more interesting exp for some people.  They were getting more laughs and attention then the movie screen.,2.5,2019-09-23T12:32:43.999Z
977458079,Karl A,Needs Original cast to make 8t above 3 stars. Cartoon is miles better ,2.5,2019-09-23T12:02:46.597Z
978280949,Ella P,"I love it so much, this is by far my favourite Disney!!! movie",4.5,2019-09-23T05:55:32.961Z
978177538,Zen B,"Loved this movie! It was very fun and engaging! Love the Disney imagery! This had so sad parts, but an overall feel good movie! Go and see this! Ignore the critics...I am sure their reviews are paid!",5.0,2019-09-23T03:46:19.890Z
978217242,Amanda R,"It was ok, the original was better. ",3.0,2019-09-23T01:04:38.000Z
976320131,sheryl p,Superb!  We dont even have kids and ud watch this again.,5.0,2019-09-22T20:08:51.030Z
978277564,Ben C,"This movie should never ever have been made. Whoever watches this and likes mor than the first one, you should be chucked off rotten tomatoes forever. Walt Disney would be turning in his grave right now because he wouldn't want the original cartoon to be changed like that. Nalas voice sounded like an old lady, pumba wasn't a very good warthog he looked like a farm pig with tusks glued on his face, Timone looked like the last meerkat left in the pet shop that no one wanted. Rafiki, now don't get me started on that blue arsed baboon. Zazu looked like a manky old bird, Rowan Atkinson never have taken the role no matter how poor he is unless the Simba role was offered to him.
Even though the music was so poor the acting was worse. Simba couldn't sing, Nala or should I say Beyoncé has lost her voice. The poorest ever, it would never hold a candle to the original 1994 version. If I could give zero stars I would so be thankful with half. This should never have been remade. They ruined it just like hey did to Aladdin and don't get me started on jungle book. Please don't mess up Mulan I'm begging you please don't. It is the worst film of the year. Utterly appalling.",0.5,2019-09-25T19:42:15.436Z
260322318,,Jon Favreau’s awesome adaptation of The Jungle Book made me want to see this movie. Unfortunately this is a carbon copy of the original. The beauty of The Jungle Book was he took the original formula and created something new and fresh that the audience could enjoy. The Lion King was not that. The visuals were outstanding though. ,2.0,2019-09-22T19:03:19.919Z
978279893,Bubba G,It really made me feel like I was a kid again. Sweet mem,4.0,2019-09-22T19:01:25.113Z
977126719,Eric E,Lion King 2.0. It's hard to top the first one. ,3.0,2019-09-22T12:56:23.742Z
954262172,David G,This film had potential. But it was basically a clone of the animated series. The cgi looks great. But the story was just to identical. Just stick with the cartoon.,1.5,2019-09-22T11:52:07.622Z
978278399,Alpaca  D,"This movie is an insult to fans of the original Lion King, it takes away all the magic the original movie had by sticking to realistic animation which doesn't allow any exaggerated movements or human like expressions, Simba has the same expression when he sees a bug and when his father was murdered. The animals look to realistic, they are thin, angry looking, colorless slabs of no emotion. Not to mention the script was not change one bit its as if Disney has reached an all time low which it has. don't waste your money to buy this once it comes out on dvd, you'd have more fun watching the Playmobil Movie.",0.5,2019-09-22T02:41:20.560Z
877526307,Beau R,Beyonce does her best to ruin it. But comrs out well,3.0,2019-09-22T01:43:10.013Z
978278335,Leandro P,The Best Movie Forever,5.0,2019-09-22T01:42:58.119Z
783810993,Ymmik M,Cinematography was gorgeous but it did feel like a play by play remake of the original... ,4.0,2019-09-22T01:17:26.464Z
978238094,William  T,I do wish Hollywood could be more creative but they are just regurgitating classics because this generation of film makers are very lazy and way too PC to produce anything enjoyable.   ,0.5,2019-09-21T23:27:22.937Z
977802386,Maria G,"Bad movie. Every scene of this movie is copy from the animated movie. Nothing new. Although the movie is very photo realistic, the animals lack emotion. Without expression the movie failed to connect with people emotionally. ",1.0,2019-09-21T21:06:38.238Z
978277742,Jay M,"bad. not good. the original was fine. no need to make another one. scar was the best part, but far more flavorless than the animated verison",0.5,2019-09-21T20:32:15.344Z
976145521,Hitesh D,"Less emotional attachment than expected but visuals were mind blowing.
I would prefer the old one.",3.0,2019-09-21T18:19:15.338Z
260321930,,Worst movie ever! Where is Jonathan Taylor Thomas? He is the real Simba!!! And I am supposed to believe Nalla has the voice of a 40 year old woman? I don't think so Beyonce! What was she thinking? I guess Beyonce thinks she can do anything accept beat Taylor Swift on the charts! ,0.5,2019-09-21T18:09:10.346Z
970795049,,Shot for shot basically the same as the original. Made me really think that without it actually being live action what was the point?,2.5,2019-09-21T17:39:45.406Z
978277241,James H,Should have kept same voices if movie didn't change. They are all still alive. Get woke on this but then woke wrong way on little mermaid.... Can't wait to see how bad y'all destroy Mulan,0.5,2019-09-21T16:01:41.891Z
978277149,Sharon C,Amazing what can be done these days. ,4.5,2019-09-21T14:58:47.815Z
978276890,Carol C,The CGI is so extraordinary that it's hard to believe it's not real. The story is the same - as it should be - and I wonder whether that's why some critics are less than positive. This is a beautiful remake of the original animated feature that does not disappoint.,4.0,2019-09-21T12:04:15.753Z
978264528,Rud A,"To begin with, I am a fan of Disney cartoons, and my childhood passed watching their cartoons every day. However, I did not like this remake of Lion King because I think that this remake is very realistic, and they could not show the emotions and mimics of heroes. So according to me, it looks like a zoo with an old and masterpiece plot.",3.5,2019-09-21T05:44:03.483Z
978276445,Layna D,Better than the original! ,5.0,2019-09-21T05:19:33.202Z
260320939,,Very underrated! I FREAKING LOVED THIS MOVIE!!!,4.5,2019-09-21T04:56:42.474Z
978276297,Cayetano G,It is an exact copy of the orignal one and it doesn't show anything new to the audience.,1.5,2019-09-21T03:54:28.658Z
934766342,,buenísima los animales parecen reales! muy bien trabajada ,5.0,2019-09-20T23:53:57.467Z
260321625,,The Lion King: National Geographic. There was possibly an extra 20 min of additional footage throughout which was nice so as not to be copy and paste from the original. Music was fantastic. Some would not appreciate the realism but it would be just strange If “live action” animals had animated effects in my opinion. ,4.5,2019-09-20T21:24:49.287Z
978275517,Twyla H,"Waste of time. An all real animal cast lost it's expression and connection. Beyonce's voice is more Sarabi than Nala. Donald Glover was fantastic as Simba. Seth Rogan nailed it. 
This beautiful film lacked the soulful connections of the original animated film. ",2.5,2019-09-20T18:58:12.957Z
978172293,Amanda M,"I saw the movie in theaters without watching the original for many years and i thought it did a fine job of remaking it (And I loved the effects). then I watched the original a few weeks later and then re watched the remake and to me it was way worse the second time around, if you are going to see this movie stay away from the original for a while and enjoy the remake for a standalone movie as best as you can",3.5,2019-09-20T18:53:08.202Z
977717236,Robin C,Worth a watch just for Timon and Pumba,3.5,2019-09-20T18:16:36.179Z
978197678,Ethan H,Hakuna Matata it ain't no passing craze it means no Worries for the rest of your days ,3.5,2019-09-20T16:17:52.328Z
978274543,Adrian F,This movie was great just as good as the or,5.0,2019-09-20T04:29:14.711Z
976751519,Moive J,"A fresh, realistic, and more grounded take on a Timeless classic. Beautiful and deep.",5.0,2019-09-20T02:55:35.831Z
921753264,Jesse G,A fucking great movie go and watch it.,5.0,2019-09-20T00:47:54.372Z
976147778,victor a,"i prefer the old one
",3.0,2019-09-19T23:05:48.658Z
978273984,Delano F,I felt like the movie dragged a bit and the emotionless expressions on the characters faces was just hard to watch. Some of the voice actors didn't go well with the characters in the film. Overall I walked out of the film wishing I didn't spend $13 on this ticket!,2.0,2019-09-19T21:03:08.936Z
978273894,Anonymous R,"It's lion king, we knew the story but the only thing impressive was the animation but even that got boring after a while",1.0,2019-09-19T19:51:05.314Z
970944162,,Such a Classic!!!! I Really Loved it! ,4.0,2019-09-19T19:41:08.819Z
931412053,Matthew L,"A souless cash grab.

I can't believe this made 1 billion at the box office. Like why? It's literally the same movie! Some of the voice acting wasn't that good, especially Beyoncé who's extremely bad here. Chiwetel Ejiofor is a great actor, but he was painfully miscast as Scar. They should've just brought back Jeremy Irons. Mufasa death scene was pretty laughable. The visual effects on the animals may look photorealistic and amazing, but soul and heart isn't there.

Overall rating: Can you feel the love this evening?",2.0,2019-09-19T16:03:09.213Z
977673670,Sean M,"My favorite childhood movie, although fun to see it brought to life. I will leave the joy I had with the original. Too many unnecessary changes for such an Epic children film.",3.0,2019-09-19T12:39:58.775Z
977945657,Jakob B,"It was a thrilling movie full of action, romance and it looked like the old Lion King but with a new touch.",5.0,2019-09-19T05:04:10.913Z
977459800,Julian M,"Though beautiful, this remake strips away the heart that made its original counterpart so special. While I do appreciate Jon Favreau's effort to portray emotion through body language, cinematography, and lighting, the end result is too bound to the rules of reality for its own good.

While it's worth one viewing for its gorgeous visuals, 'The Lion King (2019)' is a forgettable and soulless recreation that I personally hate.",1.0,2019-09-19T04:25:34.282Z
906195971,,Fantastic live-action remake of one of my all-time favorite Disney movies! It was beautifully done and so emotional! I loved it!,5.0,2019-09-19T02:18:29.248Z
905402926,,Just like watching those commercials where animals are made to look like they can talk and no expression on their faces. Lips moving but that’s it,1.0,2019-09-19T01:42:18.184Z
978272492,Ashlee T,"The visuals were great but 90% of the movie was word for word the same as the 1994 original movie. This made it almost impossible not to compare the line delivery to the first film. There was also a lack of emotional intensity and enthusiasm that the original delivered so well. Timon and Pumba however, were redone in a fresh way staying true to the beloved characters but bringing new laughs. The hyena's also deserve some props for bringing a fresh spin on the original characters. These characters along with the graphics are the reason that I am giving this three stars instead of 2.
Overall, it was entertaining, but unlike its original, it was a one-time watch for me.
",3.0,2019-09-19T00:26:12.635Z
900688487,teri h,The animation was lovely but I thought the story uninteresting ,2.5,2019-09-18T22:23:05.299Z
978254498,Ashleigh P,"The CGI is breathtaking. And the music, especially the new songs, are awesome! I like how there was a much greater variety of background species than we saw in the original, and it seems that Disney has shifted the hyena society this time around so that is governed by a female. This is awesome...because hyenas are a matriarchal, female-dominated species in real life! Despite this, it seems the (supposed) inbreeding of Simba and Nala is something Disney has yet to set straight but I suppose that might be really difficult/pointless to do as so much of the storyline revolves around that romance and so many people seem to overlook this glitch. Scar appeared to be much darker, with clearer motivations, than in the original. I'm not sure if it's just me but he also comes across as more blatantly sociopathic.

However, this is a very nostalgic movie for many people, and for that reason alone I doubt it'll live up to its reputation.",4.5,2019-09-18T20:31:16.377Z
260320176,,"This film looks stunning, and thats it. Along with a pretty good cast, this film doesn’t have much going for it. It loses the expression and magic of the original film, and all the scenes have been toned down to make it seem more realistic. Although I understand why they made this choice, I dont like it. The characters lose their expressions and fluent movements. Just because they wanted to make the film seem real. It makes the characters seem less like disney characters and more like regular animals with little personailty! ",2.0,2019-09-18T17:36:14.935Z
977976725,Mateo B,"
the character design of scar was quite ugly and the movie is an exact copy of the animated",2.0,2019-09-18T15:56:15.659Z
978271801,Adeel A,i think this movie is increadable and very attractive ,4.5,2019-09-18T14:15:18.570Z
978271494,Fabio T,I am a big fan of the original Lion King and I think this remake was good only if one sees some scenes and not as an entire movie: it lacks emotion and it's too realistic.,2.0,2019-09-18T09:36:47.201Z
976839167,Medicine M,"It's lacking in a few departments. I'm Glad that they gave a few characters more Development but now, some musical numbers really seemed out of place. Aside from perfomances from DJ McCrary, Shahadi Wright-Joseph, Eric Andre, John Oliver and Seth Rogen, Everything else was Forgettable. That Song called ""Spirit"" Went through one ear and out the other when It appeared in the film. Final Consensus; as a Remake, It's not very good but, Your Kids will love it.",3.0,2019-09-18T07:40:20.609Z
977819910,Carl A,It's a downgrade to the original movie. Seriously.,0.5,2019-09-18T05:22:57.071Z
260116073,,I did not like this remake at all. Every great moment from the original movie was missing. None of the jokes hit and all the song remakes we're not on par to the original. ,1.0,2019-09-18T02:45:19.520Z
791426417,Sarah B,Super disappointed in this remake.  Cannot believe such a wonderful cast and solid story would turn out so meh.  ,2.0,2019-09-18T02:19:21.151Z
919167503,,so great adaption of the movie and very cute. didn't replace the original in my eyes and can't but I think they did a great job. the main part that took away from the movie was Simba's voice. both me and the wife cringed so many times in the movie when he would speak. every other voice we thought they did great. maybe that's something small to most but everyone has their own criteria.,3.5,2019-09-17T23:30:26.020Z
978270780,Bruna M,Loved the graphics and the voices given to the characters,4.5,2019-09-17T20:55:20.074Z
967469601,Aaron S,"As much as it's agreeable that it is the same story as the animated classic with minor changes and using photorealistic CGI animation (which it's actually good in my eyes), I really liked this remake as much as the original.",4.0,2019-09-17T19:16:44.025Z
977876143,Dan M,"I don't know what it is with this movie, but I didn't come out of it with the desire to watch it again. Maybe it was the lack of facial expression (duh, they're animals), or the voices, I just know that if I wanna watch the lion story again, I'll rent the animated version.",2.5,2019-09-17T16:01:54.493Z
978119638,Shaan S,"A basic remake of the 1994 original that feels hollow in almost every way. Disney needs to understand that just because they remake a film that has appealed to us for years, it doesn't mean it helms the true emotion in what made the original amazing. Don't think that is the case? The 1994 original film struck us by the heart with its dazzling animation, great soundtrack and memorable moments. This 2019 remake was a legitimate copy and paste of the original (with a few new lines of dialgoue thrown in). Add in some mediocre CGI at times and you have the recipe for a terrible film. It's souless yet filled with nostalgia as it appeals to us who have watched the original in the time it came out. Do people like it? Of course, as its box office performance can attest to that. Do they need to see it? No. They would be better off enjoying the original and its true sentiments. I have no interest seeing this remake again, even if it's rich with nostalgia and has James Earl Jones as the only actor reprising his role from the original.",2.0,2019-09-17T14:18:17.066Z
978270284,mcihael r,"This is the worst recreation of a disney movie that has ever been created. They got rid of the classic funny jokes and scenes and it really backfired. The animations are incredible, but the movie itself is nothing special compared to the original Lion King.",1.5,2019-09-17T14:18:02.705Z
978269723,Charles L,"As visually amazing as this film is, I was distracted by how ""word for word"" this film was compared to the original. At least Aladdin (2019) updated some things, this is practically a copy and paste of the original script. In that regard it is disappointing. But remaking Lion King is a double-edged sword, if they did change something, people would complain about that... Maybe it was best to leave the original alone.",3.5,2019-09-17T03:23:42.607Z
